Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, sorters, -1, 0.447387695312500000, 0.218200683593750000, 0.000000000000000000, 0.071350097656250000, 28, 25.0, 1924
C, sorters, -1, 0.446044921875000000, 0.195129394531250000, 0.000000000000000000, 0.073974609375000000, 30, 25.0, 1996
C, sorters, -1, 0.444458007812500000, 0.192687988281250000, 0.000000000000000000, 0.074096679687500000, 30, 25.0, 2004
C, sorters, -1, 0.443298339843750000, 0.191650390625000000, 0.000000000000000000, 0.073669433593750000, 30, 25.0, 2004
C, sorters, -1, 0.444274902343750000, 0.193054199218750000, 0.000000000000000000, 0.073730468750000000, 30, 25.0, 1952
C, sorters, -1, 0.442443847656250000, 0.192932128906250000, 0.000000000000000000, 0.073608398437500000, 30, 25.0, 1980
C, sorters, -1, 0.442077636718750000, 0.193542480468750000, 0.000000000000000000, 0.073852539062500000, 30, 25.0, 1980
C, sorters, -1, 0.455505371093750000, 0.196044921875000000, 0.000000000000000000, 0.076171875000000000, 30, 25.0, 1964
C, sorters, -1, 0.444946289062500000, 0.195495605468750000, 0.000000000000000000, 0.073608398437500000, 29, 25.0, 1948
C, sorters, -1, 0.442993164062500000, 0.193603515625000000, 0.000000000000000000, 0.073852539062500000, 30, 25.0, 1964
