Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, sorters, -1, 0.299865722656250000, 0.140502929687500000, 0.000000000000000000, 0.044433593750000000, 18, 27.2, 1868
C, sorters, -1, 0.282897949218750000, 0.122863769531250000, 0.000000000000000000, 0.046691894531250000, 19, 27.2, 1876
C, sorters, -1, 0.303833007812500000, 0.134704589843750000, 0.000000000000000000, 0.049804687500000000, 19, 27.2, 1812
C, sorters, -1, 0.295898437500000000, 0.127746582031250000, 0.000000000000000000, 0.049560546875000000, 20, 27.2, 1868
C, sorters, -1, 0.296020507812500000, 0.126220703125000000, 0.000000000000000000, 0.049377441406250000, 19, 27.2, 1880
C, sorters, -1, 0.295959472656250000, 0.136047363281250000, 0.000000000000000000, 0.052001953125000000, 20, 27.2, 1944
C, sorters, -1, 0.296691894531250000, 0.127502441406250000, 0.000000000000000000, 0.049316406250000000, 19, 27.2, 1840
C, sorters, -1, 0.281188964843750000, 0.120117187500000000, 0.000000000000000000, 0.046752929687500000, 19, 27.2, 1856
C, sorters, -1, 0.282592773437500000, 0.121154785156250000, 0.000000000000000000, 0.046691894531250000, 19, 27.2, 1832
C, sorters, -1, 0.294982910156250000, 0.125549316406250000, 0.000000000000000000, 0.049194335937500000, 20, 27.2, 1888
