Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib, -1, 0.072387695312500000, 0.014282226562500000, 0.000000000000000000, 0.022399902343750000, 8, 26.0, 1640
C, fib, -1, 0.072204589843750000, 0.014160156250000000, 0.000000000000000000, 0.022338867187500000, 8, 26.0, 1680
C, fib, -1, 0.072326660156250000, 0.014282226562500000, 0.000000000000000000, 0.022216796875000000, 8, 26.0, 1652
C, fib, -1, 0.071350097656250000, 0.013610839843750000, 0.000000000000000000, 0.022216796875000000, 8, 26.0, 1592
C, fib, -1, 0.064575195312500000, 0.012878417968750000, 0.000000000000000000, 0.022216796875000000, 8, 26.0, 1632
C, fib, -1, 0.064880371093750000, 0.012878417968750000, 0.000000000000000000, 0.019775390625000000, 8, 26.0, 1664
C, fib, -1, 0.064697265625000000, 0.013305664062500000, 0.000000000000000000, 0.019775390625000000, 8, 26.0, 1656
C, fib, -1, 0.065124511718750000, 0.014282226562500000, 0.000000000000000000, 0.022216796875000000, 8, 26.0, 1652
C, fib, -1, 0.073364257812500000, 0.014343261718750000, 0.000000000000000000, 0.022216796875000000, 8, 26.0, 1660
C, fib, -1, 0.063476562500000000, 0.012573242187500000, 0.000000000000000000, 0.019714355468750000, 8, 26.0, 1632
