Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib, -1, 0.043151855468750000, 0.027343750000000000, 0.000000000000000000, 0.007934570312500000, 2, 26.2, 1680
C, fib, -1, 0.043090820312500000, 0.027282714843750000, 0.000000000000000000, 0.005126953125000000, 2, 26.2, 1660
C, fib, -1, 0.066406250000000000, 0.040771484375000000, 0.000000000000000000, 0.007629394531250000, 2, 26.2, 1556
C, fib, -1, 0.044372558593750000, 0.028259277343750000, 0.000000000000000000, 0.005126953125000000, 2, 26.2, 1680
C, fib, -1, 0.040893554687500000, 0.025695800781250000, 0.000000000000000000, 0.005004882812500000, 2, 26.2, 1604
C, fib, -1, 0.066955566406250000, 0.040832519531250000, 0.000000000000000000, 0.005004882812500000, 2, 26.2, 1568
C, fib, -1, 0.038635253906250000, 0.023315429687500000, 0.000000000000000000, 0.005065917968750000, 2, 26.2, 1608
C, fib, -1, 0.047546386718750000, 0.030761718750000000, 0.000000000000000000, 0.005004882812500000, 2, 26.2, 1604
C, fib, -1, 0.043823242187500000, 0.027099609375000000, 0.000000000000000000, 0.005371093750000000, 2, 26.2, 1680
C, fib, -1, 0.042968750000000000, 0.027526855468750000, 0.000000000000000000, 0.005004882812500000, 2, 26.2, 1572
