Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, sorters, -1, 0.489807128906250000, 0.225585937500000000, 0.000000000000000000, 0.078552246093750000, 31, 25.0, 1752
C, sorters, -1, 0.505187988281250000, 0.218994140625000000, 0.000000000000000000, 0.083984375000000000, 34, 25.0, 1752
C, sorters, -1, 0.502685546875000000, 0.219360351562500000, 0.000000000000000000, 0.083618164062500000, 33, 25.0, 1808
C, sorters, -1, 0.503906250000000000, 0.218139648437500000, 0.000000000000000000, 0.083435058593750000, 33, 25.0, 1908
C, sorters, -1, 0.489807128906250000, 0.212890625000000000, 0.000000000000000000, 0.080871582031250000, 33, 25.0, 1908
C, sorters, -1, 0.487426757812500000, 0.212219238281250000, 0.000000000000000000, 0.080871582031250000, 33, 25.0, 1880
C, sorters, -1, 0.501464843750000000, 0.212707519531250000, 0.000000000000000000, 0.080993652343750000, 33, 25.0, 1856
C, sorters, -1, 0.500244140625000000, 0.223571777343750000, 0.000000000000000000, 0.085876464843750000, 34, 25.0, 1752
C, sorters, -1, 0.487976074218750000, 0.212768554687500000, 0.000000000000000000, 0.080993652343750000, 33, 25.0, 1860
C, sorters, -1, 0.502868652343750000, 0.219238281250000000, 0.000000000000000000, 0.083312988281250000, 33, 25.0, 1904
