Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib, -1, 0.074401855468750000, 0.015258789062500000, 0.000000000000000000, 0.019897460937500000, 8, 27.0, 1652
C, fib, -1, 0.066833496093750000, 0.013488769531250000, 0.000000000000000000, 0.022277832031250000, 8, 27.0, 1652
C, fib, -1, 0.067077636718750000, 0.013427734375000000, 0.000000000000000000, 0.019775390625000000, 8, 27.0, 1580
C, fib, -1, 0.073791503906250000, 0.014587402343750000, 0.000000000000000000, 0.022277832031250000, 8, 27.0, 1588
C, fib, -1, 0.074645996093750000, 0.015319824218750000, 0.000000000000000000, 0.022277832031250000, 8, 27.0, 1672
C, fib, -1, 0.073852539062500000, 0.014770507812500000, 0.000000000000000000, 0.022277832031250000, 8, 27.0, 1640
C, fib, -1, 0.067016601562500000, 0.014770507812500000, 0.000000000000000000, 0.022155761718750000, 8, 27.0, 1608
C, fib, -1, 0.075195312500000000, 0.015075683593750000, 0.000000000000000000, 0.022216796875000000, 8, 27.0, 1676
C, fib, -1, 0.076721191406250000, 0.016174316406250000, 0.000000000000000000, 0.022277832031250000, 8, 27.0, 1740
C, fib, -1, 0.075256347656250000, 0.015747070312500000, 0.000000000000000000, 0.022338867187500000, 8, 27.0, 1684
