Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib, -1, 324.524841308593750000, 166.695983886718750000, 0.000915527343750000, 40.169616699218750000, 16475, 32.2, 1624
C, fib, -1, 323.404968261718750000, 165.648559570312500000, 0.000000000000000000, 40.137207031250000000, 16467, 32.5, 1620
C, fib, -1, 323.641601562500000000, 165.937805175781250000, 0.000000000000000000, 40.140747070312500000, 16467, 33.2, 1524
C, fib, -1, 323.047607421875000000, 165.324707031250000000, 0.000915527343750000, 40.127807617187500000, 16464, 34.5, 1568
C, fib, -1, 323.717163085937500000, 165.804443359375000000, 0.000000000000000000, 40.140869140625000000, 16468, 34.8, 1560
C, fib, -1, 323.743835449218750000, 165.857238769531250000, 0.000000000000000000, 40.140380859375000000, 16469, 35.5, 1676
C, fib, -1, 324.157897949218750000, 166.057250976562500000, 0.001037597656250000, 40.191040039062500000, 16489, 35.0, 1620
C, fib, -1, 323.394042968750000000, 165.517089843750000000, 0.000000000000000000, 40.137573242187500000, 16465, 35.2, 1680
C, fib, -1, 323.184326171875000000, 165.431457519531250000, 0.001037597656250000, 40.125122070312500000, 16463, 35.8, 1524
C, fib, -1, 323.102966308593750000, 165.544311523437500000, 0.000000000000000000, 40.126342773437500000, 16463, 36.2, 1568
