Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, sorters, -1, 0.705078125000000000, 0.409057617187500000, 0.000000000000000000, 0.083801269531250000, 33, 34.8, 1932
C, sorters, -1, 0.700073242187500000, 0.398803710937500000, 0.000000000000000000, 0.086059570312500000, 34, 34.8, 1932
C, sorters, -1, 0.694396972656250000, 0.393676757812500000, 0.000000000000000000, 0.085937500000000000, 34, 34.8, 1932
C, sorters, -1, 0.676574707031250000, 0.386657714843750000, 0.000000000000000000, 0.083618164062500000, 34, 34.8, 2008
C, sorters, -1, 0.695861816406250000, 0.393005371093750000, 0.000000000000000000, 0.085876464843750000, 34, 34.8, 1900
C, sorters, -1, 0.697753906250000000, 0.398498535156250000, 0.000000000000000000, 0.086120605468750000, 34, 34.8, 1940
C, sorters, -1, 0.693298339843750000, 0.393249511718750000, 0.000000000000000000, 0.085937500000000000, 34, 34.8, 1848
C, sorters, -1, 0.675292968750000000, 0.385253906250000000, 0.000000000000000000, 0.085754394531250000, 34, 34.8, 1940
C, sorters, -1, 0.673889160156250000, 0.383056640625000000, 0.000000000000000000, 0.083496093750000000, 34, 34.8, 1940
C, sorters, -1, 0.674499511718750000, 0.383300781250000000, 0.000000000000000000, 0.083374023437500000, 34, 34.8, 1792
