Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, sorters, -1, 85.692687988281250000, 36.379272460937500000, 0.000000000000000000, 13.988159179687500000, 5730, 27.8, 1916
C, sorters, -1, 85.323303222656250000, 36.080627441406250000, 0.000000000000000000, 13.926574707031250000, 5708, 28.0, 1808
C, sorters, -1, 85.128112792968750000, 36.077880859375000000, 0.000000000000000000, 13.886352539062500000, 5694, 28.2, 1860
C, sorters, -1, 87.633728027343750000, 36.877807617187500000, 0.000000000000000000, 14.295410156250000000, 5861, 28.5, 1908
C, sorters, -1, 85.427429199218750000, 36.155273437500000000, 0.000732421875000000, 13.940673828125000000, 5714, 29.2, 1856
C, sorters, -1, 85.251647949218750000, 36.002258300781250000, 0.000000000000000000, 13.906921386718750000, 5702, 29.2, 1888
C, sorters, -1, 85.009033203125000000, 35.777709960937500000, 0.000000000000000000, 13.865905761718750000, 5687, 29.0, 1912
C, sorters, -1, 85.701721191406250000, 36.181030273437500000, 0.000000000000000000, 13.994750976562500000, 5734, 30.0, 1868
C, sorters, -1, 86.102722167968750000, 36.222473144531250000, 0.000000000000000000, 14.045654296875000000, 5760, 30.8, 1848
C, sorters, -1, 85.948364257812500000, 36.115051269531250000, 0.000000000000000000, 14.027343750000000000, 5750, 29.8, 1908
