Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, sorters, -1, 0.462890625000000000, 0.217224121093750000, 0.000000000000000000, 0.071716308593750000, 29, 26.0, 1584
C, sorters, -1, 0.459594726562500000, 0.202453613281250000, 0.000000000000000000, 0.076049804687500000, 30, 26.0, 1632
C, sorters, -1, 0.456176757812500000, 0.198425292968750000, 0.000000000000000000, 0.076232910156250000, 30, 26.0, 1664
C, sorters, -1, 0.443420410156250000, 0.194091796875000000, 0.000000000000000000, 0.076110839843750000, 30, 26.0, 1664
C, sorters, -1, 0.461181640625000000, 0.201232910156250000, 0.000000000000000000, 0.076171875000000000, 30, 26.0, 1740
C, sorters, -1, 0.443054199218750000, 0.194030761718750000, 0.000000000000000000, 0.073608398437500000, 30, 26.0, 1728
C, sorters, -1, 0.457885742187500000, 0.202819824218750000, 0.000000000000000000, 0.073608398437500000, 30, 26.0, 1748
C, sorters, -1, 0.459533691406250000, 0.203918457031250000, 0.000000000000000000, 0.076110839843750000, 30, 26.0, 1672
C, sorters, -1, 0.445373535156250000, 0.197631835937500000, 0.000000000000000000, 0.073730468750000000, 30, 26.0, 1592
C, sorters, -1, 0.444274902343750000, 0.196533203125000000, 0.000000000000000000, 0.073852539062500000, 30, 26.0, 1640
